RouteID,CustomerId,StopSequence,ETA,ETD
6a1766f7-ef43-4498-a4ae-ab2804b8e1eb,21535,1,10:39:00,11:39:00
6a1766f7-ef43-4498-a4ae-ab2804b8e1eb,21555,1,11:40:00,12:40:00
6a1766f7-ef43-4498-a4ae-ab2804b8e1eb,21411,1,12:44:00,13:44:00
6a1766f7-ef43-4498-a4ae-ab2804b8e1eb,21531,1,13:50:00,14:50:00
6a1766f7-ef43-4498-a4ae-ab2804b8e1eb,21400,1,14:56:00,15:56:00
6a1766f7-ef43-4498-a4ae-ab2804b8e1eb,21428,1,16:00:00,17:00:00
64d2cccb-ccb8-4b83-8873-81d05c0e9e64,21475,1,07:56:00,08:56:00
64d2cccb-ccb8-4b83-8873-81d05c0e9e64,21500,1,08:56:00,09:56:00
64d2cccb-ccb8-4b83-8873-81d05c0e9e64,21486,1,10:00:00,11:00:00
64d2cccb-ccb8-4b83-8873-81d05c0e9e64,21515,1,11:00:00,12:00:00
64d2cccb-ccb8-4b83-8873-81d05c0e9e64,21520,1,12:00:00,13:00:00
64d2cccb-ccb8-4b83-8873-81d05c0e9e64,21438,1,13:00:00,14:00:00
64d2cccb-ccb8-4b83-8873-81d05c0e9e64,21431,1,14:00:00,15:00:00
64d2cccb-ccb8-4b83-8873-81d05c0e9e64,21427,1,15:00:00,16:00:00
64d2cccb-ccb8-4b83-8873-81d05c0e9e64,21426,1,16:00:00,17:00:00
d676bbaf-bee9-470f-9340-7eff777eca07,21508,1,07:35:00,08:35:00
d676bbaf-bee9-470f-9340-7eff777eca07,21525,1,08:35:00,09:35:00
d676bbaf-bee9-470f-9340-7eff777eca07,21523,1,09:40:00,10:40:00
d676bbaf-bee9-470f-9340-7eff777eca07,21483,1,10:42:00,11:42:00
d676bbaf-bee9-470f-9340-7eff777eca07,21392,1,11:49:00,12:49:00
d676bbaf-bee9-470f-9340-7eff777eca07,21521,1,12:49:00,13:49:00
d676bbaf-bee9-470f-9340-7eff777eca07,21509,1,13:52:00,14:52:00
d676bbaf-bee9-470f-9340-7eff777eca07,21433,1,15:00:00,16:00:00
d676bbaf-bee9-470f-9340-7eff777eca07,21430,1,16:00:00,17:00:00
6f71d219-74a1-43c6-8f4e-1d8a5014436a,21526,1,09:47:00,10:47:00
6f71d219-74a1-43c6-8f4e-1d8a5014436a,21527,1,10:47:00,11:47:00
6f71d219-74a1-43c6-8f4e-1d8a5014436a,21464,1,11:50:00,12:50:00
6f71d219-74a1-43c6-8f4e-1d8a5014436a,21511,1,12:53:00,13:53:00
6f71d219-74a1-43c6-8f4e-1d8a5014436a,21396,1,13:57:00,14:57:00
6f71d219-74a1-43c6-8f4e-1d8a5014436a,21457,1,15:00:00,16:00:00
6f71d219-74a1-43c6-8f4e-1d8a5014436a,21443,1,16:00:00,17:00:00
367c47e9-8c36-4f12-8a4f-0dada2b9cf74,21441,1,08:36:00,09:36:00
367c47e9-8c36-4f12-8a4f-0dada2b9cf74,21490,1,09:38:00,10:38:00
367c47e9-8c36-4f12-8a4f-0dada2b9cf74,21412,1,10:41:00,11:41:00
367c47e9-8c36-4f12-8a4f-0dada2b9cf74,21554,1,11:44:00,12:44:00
367c47e9-8c36-4f12-8a4f-0dada2b9cf74,21439,1,12:55:00,13:55:00
367c47e9-8c36-4f12-8a4f-0dada2b9cf74,21497,1,13:58:00,14:58:00
367c47e9-8c36-4f12-8a4f-0dada2b9cf74,21408,1,14:58:00,15:58:00
367c47e9-8c36-4f12-8a4f-0dada2b9cf74,21536,1,16:00:00,17:00:00
